Season,DayNum_x,WTeamID,WScore_x,LTeamID,LScore_x,WLoc_x,NumOT_x,WState,LState,WSeed,LSeed,WSeedFull,LSeedFull,Conference,Round,Upset,Region,ChalkSeed,GameSlot,X,Y,WTeamName,LTeamName,DayNum_y,WScore_y,LScore_y,WLoc_y,NumOT_y,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2011,136,1287,62,1257,61,N,0,Kentucky,Kentucky,13,4,Z13,Z04,Ohio Valley Conference,1,True,Z,4.0,R1Z4,9.0,11.0,Morehead St,Louisville,136,62,61,N,0,21,57,9,19,11,18,17,24,11,18,12,1,13,22,48,10,25,7,16,6,23,14,16,14,7,18
2011,136,1338,74,1421,51,N,0,Pennsylvania,North Carolina,1,16,Y01,Y16b,Big East Conference,1,False,Y,1.0,R1Y1,31.0,11.0,Pittsburgh,UNC Asheville,136,74,51,N,0,25,59,8,19,16,25,22,28,18,12,4,1,16,17,55,3,19,14,19,9,18,9,10,7,6,21
2011,136,1350,69,1435,66,N,0,Virginia,Tennessee,12,5,Z12,Z05,Atlantic 10 Conference,1,True,Z,5.0,R1Z5,11.0,11.0,Richmond,Vanderbilt,136,69,66,N,0,26,56,12,24,5,12,10,17,14,3,4,9,18,23,46,6,13,14,23,11,25,12,7,1,2,14
2011,136,1361,68,1294,50,N,0,California,Colorado,2,15,X02,X15,Mountain West Conference,1,False,X,2.0,R1X2,1.0,1.0,San Diego St,N Colorado,136,68,50,N,0,27,66,9,22,5,8,15,30,11,4,5,5,8,19,56,8,22,4,8,9,24,8,9,2,0,7
2011,136,1396,66,1336,64,N,0,Pennsylvania,Pennsylvania,7,10,X07,X10,Atlantic 10 Conference,1,False,X,7.0,R1X7,3.0,1.0,Temple,Penn St,136,66,64,N,0,24,49,5,18,13,15,8,20,10,10,6,5,13,26,54,8,19,4,6,8,18,12,9,4,0,13
2011,136,1417,78,1277,76,N,0,California,Michigan,7,10,Y07,Y10,Pacific-10 Conference,1,False,Y,7.0,R1Y7,19.0,11.0,UCLA,Michigan St,136,78,76,N,0,22,48,4,11,30,47,13,26,13,16,7,8,20,25,62,10,25,16,21,15,21,20,16,9,8,28
2011,136,1452,84,1155,76,N,0,West Virginia,South Carolina,5,12,W05,W12a,Big East Conference,1,False,W,5.0,R1W5,27.0,1.0,West Virginia,Clemson,136,84,76,N,0,27,55,5,13,25,31,14,23,15,11,6,1,21,25,58,5,21,21,26,13,18,15,9,5,3,24
2011,136,1458,72,1125,58,N,0,Wisconsin,Tennessee,4,13,Y04,Y13,Big Ten Conference,1,False,Y,4.0,R1Y4,25.0,11.0,Wisconsin,Belmont,136,72,58,N,0,20,40,12,22,20,25,6,27,13,13,3,2,17,18,49,6,22,16,22,6,16,12,7,7,0,21
2011,137,1112,77,1272,75,N,0,Arizona,Tennessee,5,12,X05,X12,Pacific-10 Conference,1,False,X,5.0,R1X5,11.0,1.0,Arizona,Memphis,137,77,75,N,0,23,50,5,19,26,31,8,21,11,14,8,2,21,26,53,6,15,17,24,10,23,16,15,7,1,24
2011,137,1181,87,1214,45,N,0,North Carolina,Virginia,1,16,X01,X16,Atlantic Coast Conference,1,False,X,1.0,R1X1,15.0,1.0,Duke,Hampton,137,87,45,N,0,32,60,9,19,14,16,9,29,17,9,9,4,11,19,55,4,14,3,7,9,20,4,17,2,1,17
2011,137,1199,57,1401,50,N,0,Florida,Texas,10,7,Z10,Z07,Atlantic Coast Conference,1,True,Z,7.0,R1Z7,3.0,11.0,Florida St,Texas A&M,137,57,50,N,0,20,43,4,15,13,20,6,29,14,13,6,10,17,16,51,9,25,9,19,12,21,12,11,6,1,19
2011,137,1206,61,1437,57,N,0,Virginia,Pennsylvania,8,9,W08,W09,Colonial Athletic Association,1,False,W,8.0,R1W8,29.0,1.0,George Mason,Villanova,137,61,57,N,0,21,52,4,14,15,24,12,24,12,9,3,1,15,19,52,7,22,12,17,10,25,10,9,5,5,19
2011,137,1228,73,1424,62,N,0,Illinois,Nevada,9,8,Z09,Z08,Big Ten Conference,1,True,Z,8.0,R1Z8,13.0,11.0,Illinois,UNLV,137,73,62,N,0,28,47,7,13,10,14,5,28,21,15,3,2,17,21,54,7,24,13,19,8,17,10,9,8,0,16
2011,137,1242,72,1131,53,N,0,Kansas,Massachusetts,1,16,Z01,Z16,Big 12 Conference,1,False,Z,1.0,R1Z1,15.0,11.0,Kansas,Boston Univ,137,72,53,N,0,29,57,9,20,5,8,11,29,19,14,5,1,13,18,51,9,25,8,12,6,19,10,12,6,3,16
2011,137,1266,66,1462,55,N,0,Wisconsin,Ohio,11,6,W11,W06,Big East Conference,1,True,W,6.0,R1W6,21.0,1.0,Marquette,Xavier,137,66,55,N,0,24,45,5,12,13,19,5,21,13,15,6,2,18,21,51,2,13,11,15,11,19,11,15,3,2,19
2011,137,1276,75,1397,45,N,0,Michigan,Tennessee,8,9,X08,X09,Big Ten Conference,1,False,X,8.0,R1X8,13.0,1.0,Michigan,Tennessee,137,75,45,N,0,33,64,9,26,0,1,12,24,20,11,5,2,17,15,43,3,18,12,16,6,20,10,18,4,5,13
2011,137,1314,102,1254,87,N,0,North Carolina,New York,2,15,W02,W15,Atlantic Coast Conference,1,False,W,2.0,R1W2,17.0,1.0,North Carolina,LIU Brooklyn,137,102,87,N,0,34,67,3,17,31,42,12,42,21,18,3,10,19,31,85,8,31,17,25,16,23,19,14,11,1,28
2011,137,1323,69,1103,56,N,0,Indiana,Ohio,2,15,Z02,Z15,Big East Conference,1,False,Z,2.0,R1Z2,1.0,11.0,Notre Dame,Akron,137,69,56,N,0,21,47,7,17,20,26,6,35,16,14,5,5,11,23,64,7,21,3,6,8,24,10,8,6,4,21
2011,137,1326,75,1427,46,N,0,Ohio,Texas,1,16,W01,W16b,Big Ten Conference,1,False,W,1.0,R1W1,31.0,1.0,Ohio St,UT San Antonio,137,75,46,N,0,29,52,12,24,5,8,11,24,26,13,5,3,9,18,53,4,17,6,7,11,15,6,13,7,0,13
2011,137,1345,65,1389,43,N,0,Indiana,New Jersey,3,14,Z03,Z14,Big Ten Conference,1,False,Z,3.0,R1Z3,7.0,11.0,Purdue,St Peter's,137,65,43,N,0,23,54,5,15,14,17,14,33,12,16,7,3,13,17,58,5,21,4,6,9,19,9,14,10,2,19
2011,137,1393,77,1232,60,N,0,New York,Indiana,3,14,W03,W14,Big East Conference,1,False,W,3.0,R1W3,23.0,1.0,Syracuse,Indiana St,137,77,60,N,0,23,44,7,16,24,31,9,26,17,15,8,4,16,22,55,7,21,9,14,10,15,13,14,7,1,24
2011,137,1400,85,1324,81,N,0,Texas,Michigan,4,13,X04,X13,Big 12 Conference,1,False,X,4.0,R1X4,9.0,1.0,Texas,Oakland,137,85,81,N,0,30,63,4,9,21,26,15,27,14,10,4,9,14,33,75,7,29,8,11,17,21,12,7,7,3,17
2011,137,1433,74,1207,56,N,0,Virginia,Washington D.C.,11,6,Z11b,Z06,Colonial Athletic Association,1,True,Z,6.0,R1Z6,5.0,11.0,VCU,Georgetown,137,74,56,N,0,18,44,12,25,26,39,8,22,14,6,7,4,16,20,52,5,26,11,13,12,24,12,17,3,1,26
2011,137,1449,68,1208,65,N,0,Washington,Georgia,7,10,W07,W10,Pacific-10 Conference,1,False,W,7.0,R1W7,19.0,1.0,Washington,Georgia,137,68,65,N,0,26,60,4,18,12,14,11,18,10,5,6,1,19,23,50,5,12,14,19,11,25,9,15,3,1,13
2011,138,1139,71,1338,70,N,0,Indiana,Pennsylvania,8,1,Y08,Y01,Horizon League,2,True,Y,1.0,R2Y1,30.0,10.0,Butler,Pittsburgh,138,71,70,N,0,24,52,12,27,11,14,5,17,12,6,2,2,18,26,46,6,11,12,18,7,26,21,12,2,0,18
2011,138,1140,89,1211,67,N,0,Utah,Washington,3,11,Y03,Y11,Mountain West Conference,2,False,Y,3.0,R2Y3,22.0,10.0,BYU,Gonzaga,138,89,67,N,0,31,59,14,28,13,15,4,23,17,8,10,6,19,24,57,2,9,17,21,12,24,18,15,4,5,19
2011,138,1163,69,1153,58,N,0,Connecticut,Ohio,3,6,X03,X06,Big East Conference,2,False,X,3.0,R2X3,6.0,2.0,Connecticut,Cincinnati,138,69,58,N,0,19,44,6,16,25,30,9,26,10,9,3,3,13,22,55,4,14,10,14,9,16,12,8,5,2,19
2011,138,1196,73,1417,65,N,0,Florida,California,2,7,Y02,Y07,Southeastern Conference,2,False,Y,2.0,R2Y2,18.0,10.0,Florida,UCLA,138,73,65,N,0,27,54,6,14,13,17,8,24,13,8,2,4,18,23,55,3,13,16,25,14,21,12,8,4,5,14
2011,138,1246,71,1452,63,N,0,Kentucky,West Virginia,4,5,W04,W05,Southeastern Conference,2,False,W,4.0,R2W4,26.0,2.0,Kentucky,West Virginia,138,71,63,N,0,24,50,6,18,17,24,9,25,12,10,1,6,19,22,53,7,19,12,16,9,21,9,11,5,2,23
2011,138,1350,65,1287,48,N,0,Virginia,Kentucky,12,13,Z12,Z13,Atlantic 10 Conference,2,False,Z,4.0,R2Z4,10.0,10.0,Richmond,Morehead St,138,65,48,N,0,26,55,4,16,9,13,10,22,18,6,5,4,12,18,48,2,14,10,15,12,22,7,9,4,3,16
2011,138,1361,71,1396,64,N,2,California,Pennsylvania,2,7,X02,X07,Mountain West Conference,2,False,X,2.0,R2X2,2.0,2.0,San Diego St,Temple,138,71,64,N,2,28,65,6,11,9,9,13,29,13,13,6,6,14,25,66,6,14,8,11,13,22,13,11,3,1,15
2011,138,1458,70,1243,65,N,0,Wisconsin,Kansas,4,5,Y04,Y05,Big Ten Conference,2,False,Y,4.0,R2Y4,26.0,10.0,Wisconsin,Kansas St,138,70,65,N,0,21,50,9,20,19,23,10,20,12,5,4,2,18,22,48,6,12,15,22,10,22,7,8,3,0,22
2011,139,1112,70,1400,69,N,0,Arizona,Texas,5,4,X05,X04,Pacific-10 Conference,2,True,X,4.0,R2X4,10.0,2.0,Arizona,Texas,139,70,69,N,0,24,54,8,14,14,22,11,21,17,12,8,2,20,24,53,3,11,18,22,10,23,13,13,5,7,17
2011,139,1181,73,1276,71,N,0,North Carolina,Michigan,1,8,X01,X08,Atlantic Coast Conference,2,False,X,1.0,R2X1,14.0,2.0,Duke,Michigan,139,73,71,N,0,25,49,5,20,18,25,10,23,12,11,1,2,18,27,53,7,21,10,11,4,18,13,7,7,0,23
2011,139,1199,71,1323,57,N,0,Florida,Indiana,10,2,Z10,Z02,Atlantic Coast Conference,2,True,Z,2.0,R2Z2,2.0,10.0,Florida St,Notre Dame,139,71,57,N,0,22,48,9,19,18,25,9,31,15,12,2,9,18,19,62,7,30,12,19,15,23,12,8,4,5,25
2011,139,1242,73,1228,59,N,0,Kansas,Illinois,1,9,Z01,Z09,Big 12 Conference,2,False,Z,1.0,R2Z1,14.0,10.0,Kansas,Illinois,139,73,59,N,0,27,52,4,12,15,20,7,29,17,12,5,2,11,23,60,6,21,7,9,10,21,16,12,7,2,18
2011,139,1266,66,1393,62,N,0,Wisconsin,New York,11,3,W11,W03,Big East Conference,2,True,W,3.0,R2W3,22.0,2.0,Marquette,Syracuse,139,66,62,N,0,21,51,5,11,19,23,12,18,15,14,11,1,13,26,47,5,15,5,7,4,20,11,18,7,2,21
2011,139,1314,86,1449,83,N,0,North Carolina,Washington,2,7,W02,W07,Atlantic Coast Conference,2,False,W,2.0,R2W2,18.0,2.0,North Carolina,Washington,139,86,83,N,0,31,66,6,12,18,23,12,25,18,9,7,5,9,33,72,10,19,7,7,14,26,17,13,6,2,20
2011,139,1326,98,1206,66,N,0,Ohio,Virginia,1,8,W01,W08,Big Ten Conference,2,False,W,1.0,R2W1,30.0,2.0,Ohio St,George Mason,139,98,66,N,0,36,59,16,26,10,18,11,22,23,9,8,1,11,26,60,8,18,6,7,13,16,13,17,5,3,17
2011,139,1433,94,1345,76,N,0,Virginia,Indiana,11,3,Z11b,Z03,Colonial Athletic Association,2,True,Z,3.0,R2Z3,6.0,10.0,VCU,Purdue,139,94,76,N,0,37,65,8,21,12,14,9,26,26,4,4,2,13,30,67,8,25,8,11,13,20,20,7,3,6,15
2011,143,1112,93,1181,77,N,0,Arizona,North Carolina,5,1,X05,X01,Pacific-10 Conference,3,True,X,1.0,R3X1,12.0,3.0,Arizona,Duke,143,93,77,N,0,34,63,9,15,16,21,16,24,15,12,7,3,21,27,58,5,14,18,22,9,18,10,11,5,6,20
2011,143,1139,61,1458,54,N,0,Indiana,Wisconsin,8,4,Y08,Y04,Horizon League,3,True,Y,1.0,R3Y1,28.0,9.0,Butler,Wisconsin,143,61,54,N,0,19,45,5,18,18,26,10,27,7,14,8,2,19,17,56,7,29,13,19,12,19,9,11,7,3,20
2011,143,1163,74,1361,67,N,0,Connecticut,California,3,2,X03,X02,Big East Conference,3,True,X,2.0,R3X2,4.0,3.0,Connecticut,San Diego St,143,74,67,N,0,27,57,8,16,12,16,9,26,13,9,5,3,16,27,64,7,22,6,13,15,22,14,9,4,1,14
2011,143,1196,83,1140,74,N,1,Florida,Utah,2,3,Y02,Y03,Southeastern Conference,3,False,Y,2.0,R3Y2,20.0,9.0,Florida,BYU,143,83,74,N,1,31,65,11,34,10,22,10,35,23,15,8,5,12,25,71,10,37,14,16,12,30,13,12,11,1,19
2011,144,1242,77,1350,57,N,0,Kansas,Virginia,1,12,Z01,Z12,Big 12 Conference,3,False,Z,1.0,R3Z1,12.0,9.0,Kansas,Richmond,144,77,57,N,0,30,63,9,19,8,10,15,28,20,9,7,3,14,22,65,4,26,9,12,16,19,7,11,3,2,10
2011,144,1246,62,1326,60,N,0,Kentucky,Ohio,4,1,W04,W01,Southeastern Conference,3,True,W,1.0,R3W1,28.0,3.0,Kentucky,Ohio St,144,62,60,N,0,22,48,6,17,12,14,7,25,11,11,3,11,18,19,58,6,16,16,22,16,20,7,7,6,1,14
2011,144,1314,81,1266,63,N,0,North Carolina,Wisconsin,2,11,W02,W11,Atlantic Coast Conference,3,False,W,2.0,R3W2,20.0,3.0,North Carolina,Marquette,144,81,63,N,0,31,74,5,16,14,21,22,26,15,7,11,8,16,23,63,2,16,15,20,18,24,8,18,4,8,17
2011,144,1433,72,1199,71,N,1,Virginia,Florida,11,10,Z11b,Z10,Colonial Athletic Association,3,True,Z,2.0,R3Z2,4.0,9.0,VCU,Florida St,144,72,71,N,1,24,53,12,26,12,20,7,25,18,17,12,1,20,26,71,7,19,12,18,21,26,7,16,8,6,19
2011,145,1139,74,1196,71,N,1,Indiana,Florida,8,2,Y08,Y02,Horizon League,4,True,Y,1.0,R4Y1,24.0,8.0,Butler,Florida,145,74,71,N,1,24,60,9,33,17,27,16,25,8,10,2,1,20,25,57,3,14,18,22,8,26,10,7,6,3,24
2011,145,1163,65,1112,63,N,0,Connecticut,Arizona,3,5,X03,X05,Big East Conference,4,False,X,1.0,R4X1,8.0,4.0,Connecticut,Arizona,145,65,63,N,0,23,56,5,17,14,18,11,20,10,5,5,6,15,24,61,4,21,11,16,19,23,14,9,3,1,12
2011,146,1246,76,1314,69,N,0,Kentucky,North Carolina,4,2,W04,W02,Southeastern Conference,4,True,W,1.0,R4W1,24.0,4.0,Kentucky,North Carolina,146,76,69,N,0,27,56,12,22,10,16,9,25,16,14,10,5,13,27,62,3,16,12,15,11,25,13,13,9,5,17
2011,146,1433,71,1242,61,N,0,Virginia,Kansas,11,1,Z11b,Z01,Colonial Athletic Association,4,True,Z,1.0,R4Z1,8.0,8.0,VCU,Kansas,146,71,61,N,0,21,53,12,25,17,22,9,26,14,13,7,1,18,22,62,2,21,15,28,19,26,10,14,8,6,20
2011,152,1139,70,1433,62,N,0,Indiana,Virginia,8,11,Y08,Z11b,Horizon League,5,False,YZ,,R5YZ,16.0,7.0,Butler,VCU,152,70,62,N,0,21,59,8,23,20,26,16,32,8,9,5,2,16,23,58,8,22,8,13,6,26,17,10,3,4,24
2011,152,1163,56,1246,55,N,0,Connecticut,Kentucky,3,4,X03,W04,Big East Conference,5,False,WX,,R5WX,16.0,5.0,Connecticut,Kentucky,152,56,55,N,0,23,49,1,12,9,11,6,32,16,15,5,3,13,21,62,9,27,4,12,15,22,12,10,11,3,12
2011,154,1163,53,1139,41,N,0,Connecticut,Indiana,3,8,X03,Y08,Big East Conference,6,False,CH,,R6CH,13.0,6.0,Connecticut,Butler,154,53,41,N,0,19,55,1,11,14,16,17,36,6,11,4,10,15,12,64,9,33,8,14,20,21,5,6,8,2,17
2012,134,1140,78,1233,72,N,0,Utah,New York,14,14,Z14a,Z14b,West Coast Conference,0,False,Z,,R0Z,,,BYU,Iona,134,78,72,N,0,30,62,7,20,11,20,10,33,21,20,9,7,14,31,70,6,25,4,8,8,28,19,18,10,3,19
2012,134,1443,59,1290,58,N,0,Kentucky,Mississippi,16,16,Y16b,Y16a,Sun Belt Conference,0,False,Y,,R0Y,,,WKU,MS Valley St,134,59,58,N,0,19,62,2,16,19,33,26,34,10,28,7,9,18,22,61,4,22,10,22,10,22,12,17,11,8,24
2012,135,1378,65,1143,54,N,0,Florida,California,12,12,X12b,X12a,Big East Conference,0,False,X,,R0X,,,South Florida,California,135,65,54,N,0,28,49,5,15,4,8,5,27,15,11,3,4,14,21,58,3,14,9,14,12,19,10,7,1,2,14
2012,135,1436,71,1249,59,N,0,Vermont,Texas,16,16,X16b,X16a,America East Conference,0,False,X,,R0X,,,Vermont,Lamar,135,71,59,N,0,25,50,4,11,17,24,9,25,16,5,3,3,19,20,60,4,13,15,21,19,21,6,7,3,2,17
2012,136,1124,68,1355,60,N,0,Texas,South Dakota,3,14,Y03,Y14,Big 12 Conference,1,False,Y,3.0,R1Y3,23.0,11.0,Baylor,S Dakota St,136,68,60,N,0,23,52,8,20,14,20,12,23,9,12,6,2,16,21,50,10,30,8,14,7,16,16,13,7,1,17
2012,136,1160,68,1424,64,N,0,Colorado,Nevada,11,6,Y11,Y06,Pacific-12 Conference,1,True,Y,6.0,R1Y6,21.0,11.0,Colorado,UNLV,136,68,64,N,0,22,48,7,12,17,27,9,37,12,23,4,3,18,23,71,9,36,9,17,12,21,13,8,14,8,22
2012,136,1211,77,1452,54,N,0,Washington,West Virginia,7,10,W07,W10,West Coast Conference,1,False,W,7.0,R1W7,19.0,1.0,Gonzaga,West Virginia,136,77,54,N,0,28,50,9,17,12,16,6,25,15,10,9,2,25,16,49,3,17,19,28,12,19,10,10,2,3,17
2012,136,1231,79,1308,66,N,0,Indiana,New Mexico,4,13,Y04,Y13,Big Ten Conference,1,False,Y,4.0,R1Y4,25.0,11.0,Indiana,New Mexico St,136,79,66,N,0,32,54,7,13,8,10,7,14,15,12,12,0,12,27,49,4,12,8,10,7,16,7,17,5,6,13
2012,136,1235,77,1163,64,N,0,Iowa,Connecticut,8,9,Y08,Y09,Big 12 Conference,1,False,Y,8.0,R1Y8,29.0,11.0,Iowa St,Connecticut,136,77,64,N,0,26,54,6,16,19,20,12,29,10,11,2,4,15,21,56,7,19,15,22,8,16,8,4,7,5,17
2012,136,1243,70,1379,64,N,0,Kansas,Mississippi,8,9,W08,W09,Big 12 Conference,1,False,W,8.0,R1W8,29.0,1.0,Kansas St,Southern Miss,136,70,64,N,0,21,42,2,12,26,34,5,26,12,11,4,7,18,22,60,8,23,12,17,13,21,8,10,8,0,25
2012,136,1246,81,1443,66,N,0,Kentucky,Kentucky,1,16,Y01,Y16b,Southeastern Conference,1,False,Y,1.0,R1Y1,31.0,11.0,Kentucky,WKU,136,81,66,N,0,30,54,3,10,18,25,9,30,14,12,2,9,14,25,63,6,15,10,16,10,20,10,10,6,2,19
2012,136,1257,69,1172,62,N,0,Kentucky,North Carolina,4,13,Z04,Z13,Big East Conference,1,False,Z,4.0,R1Z4,9.0,11.0,Louisville,Davidson,136,69,62,N,0,21,52,1,5,26,36,13,27,8,10,5,4,19,21,60,4,19,16,23,13,23,12,10,4,6,23
2012,136,1266,88,1140,68,N,0,Wisconsin,Utah,3,14,Z03,Z14a,Big East Conference,1,False,Z,3.0,R1Z3,7.0,11.0,Marquette,BYU,136,88,68,N,0,30,66,9,20,19,26,16,32,19,16,7,3,20,23,61,7,19,15,22,9,25,16,17,8,6,22
2012,136,1293,58,1161,41,N,0,Kentucky,Colorado,6,11,Z06,Z11,Ohio Valley Conference,1,False,Z,6.0,R1Z6,5.0,11.0,Murray St,Colorado St,136,58,41,N,0,20,51,5,17,13,26,10,22,9,8,9,5,8,16,48,3,14,6,9,12,28,7,22,6,1,22
2012,136,1307,75,1253,68,N,0,New Mexico,California,5,12,Z05,Z12,Mountain West Conference,1,False,Z,5.0,R1Z5,11.0,11.0,New Mexico,Long Beach St,136,75,68,N,0,25,50,7,21,18,24,7,24,19,14,6,7,16,28,65,4,16,8,14,16,20,13,15,6,2,19
2012,136,1326,78,1259,59,N,0,Ohio,Maryland,2,15,W02,W15,Big Ten Conference,1,False,W,2.0,R1W2,17.0,1.0,Ohio St,Loyola MD,136,78,59,N,0,26,58,5,14,21,26,16,33,11,18,6,8,19,19,54,4,14,17,22,5,19,9,12,6,8,24
2012,136,1393,72,1421,65,N,0,New York,North Carolina,1,16,W01,W16,Big East Conference,1,False,W,1.0,R1W1,31.0,1.0,Syracuse,UNC Asheville,136,72,65,N,0,25,56,5,23,17,24,15,18,16,9,5,5,15,21,49,9,23,14,16,10,22,17,12,3,0,22
2012,136,1433,62,1455,59,N,0,Virginia,Kansas,12,5,Y12,Y05,Colonial Athletic Association,1,True,Y,5.0,R1Y5,27.0,11.0,VCU,Wichita St,136,62,59,N,0,25,59,6,23,6,9,10,27,9,11,8,3,12,24,62,5,16,6,10,12,24,13,12,8,4,12
2012,136,1435,79,1217,70,N,0,Tennessee,Massachusetts,5,12,W05,W12,Southeastern Conference,1,False,W,5.0,R1W5,27.0,1.0,Vanderbilt,Harvard,136,79,70,N,0,25,46,8,18,21,30,10,25,13,16,8,5,18,25,56,9,24,11,14,8,17,14,10,4,0,21
2012,136,1458,73,1285,49,N,0,Wisconsin,Montana,4,13,W04,W13,Big Ten Conference,1,False,W,4.0,R1W4,25.0,1.0,Wisconsin,Montana,136,73,49,N,0,23,48,10,19,17,19,11,26,15,10,3,8,15,18,47,3,9,10,15,5,16,8,8,8,2,16
2012,137,1153,65,1400,59,N,0,Ohio,Texas,6,11,W06,W11,Big East Conference,1,False,W,6.0,R1W6,21.0,1.0,Cincinnati,Texas,137,65,59,N,0,27,59,3,16,8,16,12,28,17,9,4,4,16,20,57,7,20,12,14,10,24,11,11,6,5,15
2012,137,1166,58,1104,57,N,0,Nebraska,Alabama,8,9,X08,X09,Missouri Valley Conference,1,False,X,8.0,R1X8,13.0,1.0,Creighton,Alabama,137,58,57,N,0,22,50,9,21,5,13,7,24,14,7,4,3,11,22,48,7,17,6,12,6,26,9,9,5,4,18
2012,137,1196,71,1438,45,N,0,Florida,Virginia,7,10,Z07,Z10,Southeastern Conference,1,False,Z,7.0,R1Z7,3.0,11.0,Florida,Virginia,137,71,45,N,0,28,53,4,23,11,17,9,30,11,12,6,0,10,18,47,3,18,6,10,2,21,12,13,5,1,15
2012,137,1199,66,1382,63,N,0,Florida,New York,3,14,W03,W14,Atlantic Coast Conference,1,False,W,3.0,R1W3,23.0,1.0,Florida St,St Bonaventure,137,66,63,N,0,24,53,7,19,11,14,9,22,13,11,9,9,14,23,57,7,14,10,13,14,23,16,13,9,3,16
2012,137,1207,74,1125,59,N,0,Washington D.C.,Tennessee,3,14,X03,X14,Big East Conference,1,False,X,3.0,R1X3,7.0,1.0,Georgetown,Belmont,137,74,59,N,0,30,49,5,12,9,13,7,25,14,12,2,3,10,21,54,10,27,7,11,10,14,16,9,3,0,15
2012,137,1242,65,1178,50,N,0,Kansas,Michigan,2,15,X02,X15,Big 12 Conference,1,False,X,2.0,R1X2,1.0,1.0,Kansas,Detroit,137,65,50,N,0,23,50,5,16,14,23,7,33,12,14,6,5,17,20,63,3,17,7,14,16,25,9,14,9,3,21
2012,137,1250,75,1181,70,N,0,Pennsylvania,North Carolina,15,2,Y15,Y02,Patriot League,1,True,Y,2.0,R1Y2,17.0,11.0,Lehigh,Duke,137,75,70,N,0,22,52,6,18,25,37,9,25,12,8,7,1,22,24,58,6,26,16,23,13,29,12,13,4,3,26
2012,137,1277,89,1254,67,N,0,Michigan,New York,1,16,Z01,Z16,Big Ten Conference,1,False,Z,1.0,R1Z1,15.0,11.0,Michigan St,LIU Brooklyn,137,89,67,N,0,40,68,3,9,6,9,15,28,21,12,6,0,17,22,50,8,17,15,23,4,16,10,12,6,4,10
2012,137,1301,79,1361,65,N,0,North Carolina,California,11,6,X11,X06,Atlantic Coast Conference,1,True,X,6.0,R1X6,5.0,1.0,NC State,San Diego St,137,79,65,N,0,31,53,3,9,14,21,6,32,13,10,3,3,13,23,61,8,23,11,14,8,21,9,9,3,2,17
2012,137,1313,86,1281,84,N,0,Virginia,Missouri,15,2,Z15,Z02,Mid-Eastern Athletic Conference,1,True,Z,2.0,R1Z2,1.0,11.0,Norfolk St,Missouri,137,86,84,N,0,32,59,10,19,12,18,14,23,14,11,2,3,20,29,55,13,29,13,17,7,18,15,8,6,1,19
2012,137,1314,77,1436,58,N,0,North Carolina,Vermont,1,16,X01,X16b,Atlantic Coast Conference,1,False,X,1.0,R1X1,15.0,1.0,North Carolina,Vermont,137,77,58,N,0,27,65,5,18,18,24,15,22,14,11,14,6,10,25,63,3,18,5,8,16,26,8,20,6,2,19
2012,137,1325,65,1276,60,N,0,Ohio,Michigan,13,4,X13,X04,Mid-American Conference,1,True,X,4.0,R1X4,9.0,1.0,Ohio,Michigan,137,65,60,N,0,22,43,6,16,15,17,4,22,13,9,6,2,12,22,54,7,23,9,11,11,18,11,10,2,0,16
2012,137,1345,72,1388,69,N,0,Indiana,California,10,7,X10,X07,Big Ten Conference,1,True,X,7.0,R1X7,3.0,1.0,Purdue,St Mary's CA,137,72,69,N,0,26,57,5,16,15,18,7,25,7,10,7,2,17,27,64,4,25,11,13,12,27,11,11,3,3,18
2012,137,1378,58,1396,44,N,0,Florida,Pennsylvania,12,5,X12b,X05,Big East Conference,1,True,X,5.0,R1X5,11.0,1.0,South Florida,Temple,137,58,44,N,0,17,50,8,17,16,21,14,23,7,12,10,1,16,15,42,2,12,12,16,6,22,9,13,6,5,19
2012,137,1387,61,1272,54,N,0,Missouri,Tennessee,9,8,Z09,Z08,Atlantic 10 Conference,1,True,Z,8.0,R1Z8,13.0,11.0,St Louis,Memphis,137,61,54,N,0,21,46,5,13,14,18,8,26,7,17,6,1,12,21,54,2,15,10,17,10,19,4,11,8,3,17
2012,137,1462,67,1323,63,N,0,Ohio,Indiana,10,7,Y10,Y07,Atlantic 10 Conference,1,True,Y,7.0,R1Y7,19.0,11.0,Xavier,Notre Dame,137,67,63,N,0,22,44,5,10,18,27,10,20,11,10,6,1,14,25,49,9,21,4,9,6,15,19,11,6,1,16
2012,138,1124,80,1160,63,N,0,Texas,Colorado,3,11,Y03,Y11,Big 12 Conference,2,False,Y,3.0,R2Y3,22.0,10.0,Baylor,Colorado,138,80,63,N,0,28,64,11,20,13,18,17,24,15,11,9,4,12,23,51,5,15,12,18,7,21,13,13,6,3,16
2012,138,1231,63,1433,61,N,0,Indiana,Virginia,4,12,Y04,Y12,Big Ten Conference,2,False,Y,4.0,R2Y4,26.0,10.0,Indiana,VCU,138,63,61,N,0,24,46,6,13,9,11,8,28,13,22,6,2,13,23,57,9,30,6,13,8,15,8,11,10,3,16
